,DZ2011CD,DZ11NM_19,CA19CD,CA19NM,CA16CD,CA16NM,All_Ages_2019,All_Ages_2016,pgr19_16,DataZone2011Code,DataZone2011Name,CouncilArea2011Code,CouncilArea2016Code,CouncilArea2016Name,landcover_type_19,area_2013,area_2016,area_2019,LCR2013_16,LCR2016_19,_merge,LCRPGR_19_16
95,S01006601,Ferryhill South - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,1012,1038,-0.00845573795947437,S01006601,Ferryhill South - 04,S12000033,S12000033,Aberdeen City,Manmade,58821.58,60246.87,61493.383235,475.09766669999993,415.50441166666616,both,-49138.75212997908
96,S01006602,Ferryhill South - 05,S12000033,Aberdeen City,S12000033,Aberdeen City,884,886,-0.0007532959891458263,S01006602,Ferryhill South - 05,S12000033,S12000033,Aberdeen City,Manmade,66404.71,67317.74,71438.23107600001,304.343,1373.4970253333352,both,-1823316.5251427453
97,S01006603,"Kincorth, Leggart and Nigg North - 01",S12000033,Aberdeen City,S12000033,Aberdeen City,816,832,-0.006472695285700543,S01006603,"Kincorth, Leggart and Nigg North - 01",S12000033,S12000033,Aberdeen City,Manmade,67714.43,69157.88,73453.125161,481.1486666999999,1431.7483869999994,both,-221198.17538190208
98,S01006604,"Kincorth, Leggart and Nigg North - 02",S12000033,Aberdeen City,S12000033,Aberdeen City,654,659,-0.0025387276817695034,S01006604,"Kincorth, Leggart and Nigg North - 02",S12000033,S12000033,Aberdeen City,Manmade,50283.21,51092.83,56870.42917999999,269.8716667,1925.86639333333,both,-758595.1053998014
99,S01006605,"Kincorth, Leggart and Nigg North - 03",S12000033,Aberdeen City,S12000033,Aberdeen City,767,820,-0.02227251296368085,S01006605,"Kincorth, Leggart and Nigg North - 03",S12000033,S12000033,Aberdeen City,Manmade,70423.92,73969.24,80997.23522799999,1181.771,2342.665075999995,both,-105181.89302752285
100,S01006606,"Kincorth, Leggart and Nigg North - 04",S12000033,Aberdeen City,S12000033,Aberdeen City,807,809,-0.0008250829295142922,S01006606,"Kincorth, Leggart and Nigg North - 04",S12000033,S12000033,Aberdeen City,Manmade,118763.91,119696.01,143552.589847,310.69966669999997,7952.193282333334,both,-9638053.337274365
101,S01006607,"Kincorth, Leggart and Nigg North - 05",S12000033,Aberdeen City,S12000033,Aberdeen City,894,929,-0.01280098788010812,S01006607,"Kincorth, Leggart and Nigg North - 05",S12000033,S12000033,Aberdeen City,Manmade,69455.55,71203.18,73034.03177199999,582.5413333,610.2839239999981,both,-47674.75211411915
102,S01006608,"Kincorth, Leggart and Nigg South - 01",S12000033,Aberdeen City,S12000033,Aberdeen City,1895,1524,0.07262679375664502,S01006608,"Kincorth, Leggart and Nigg South - 01",S12000033,S12000033,Aberdeen City,Manmade,644495.83,830230.93,1636615.0016,61911.70032999999,268794.6905333333,both,3701040.2997273966
103,S01006609,"Kincorth, Leggart and Nigg South - 02",S12000033,Aberdeen City,S12000033,Aberdeen City,1021,1063,-0.013437520059094108,S01006609,"Kincorth, Leggart and Nigg South - 02",S12000033,S12000033,Aberdeen City,Manmade,72416.04,75977.07,79316.656032,1187.009,1113.1953439999972,both,-82842.32054013718
104,S01006610,"Kincorth, Leggart and Nigg South - 03",S12000033,Aberdeen City,S12000033,Aberdeen City,438,432,0.004597774044111922,S01006610,"Kincorth, Leggart and Nigg South - 03",S12000033,S12000033,Aberdeen City,Manmade,27370.05,27933.92,28740.741488,187.95733330000002,268.9404960000004,both,58493.63048721706
105,S01006611,"Kincorth, Leggart and Nigg South - 04",S12000033,Aberdeen City,S12000033,Aberdeen City,907,927,-0.007270371816906197,S01006611,"Kincorth, Leggart and Nigg South - 04",S12000033,S12000033,Aberdeen City,Manmade,44293.57,45760.27,47341.91467699999,488.9,527.2148923333322,both,-72515.5336770219
106,S01006612,"Kincorth, Leggart and Nigg South - 05",S12000033,Aberdeen City,S12000033,Aberdeen City,811,845,-0.013689524413920318,S01006612,"Kincorth, Leggart and Nigg South - 05",S12000033,S12000033,Aberdeen City,Manmade,59359.85,59676.83,63415.56307799999,105.65899999999999,1246.24435933333,both,-91036.35171329071
107,S01006613,Cove South - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,589,601,-0.006722916961206952,S01006613,Cove South - 01,S12000033,S12000033,Aberdeen City,Manmade,60414.7,64014.74,65398.96561299999,1200.013,461.408537666665,both,-68632.19348522626
108,S01006614,Cove South - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,687,653,0.01691905431530611,S01006614,Cove South - 02,S12000033,S12000033,Aberdeen City,Manmade,41405.43,43898.27,47738.940825,830.9463333,1280.2236083333335,both,75667.56300174279
109,S01006615,Cove South - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,830,842,-0.004784771150561056,S01006615,Cove South - 03,S12000033,S12000033,Aberdeen City,Manmade,60997.27,63078.79,64119.23942000001,693.8380000000003,346.8164733333348,both,-72483.39835284861
110,S01006616,Cove South - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,748,737,0.004938361928380227,S01006616,Cove South - 04,S12000033,S12000033,Aberdeen City,Manmade,51609.3,55591.51,56744.152053,1327.404,384.21401766666537,both,77801.91554179724
111,S01006617,Cove South - 05,S12000033,Aberdeen City,S12000033,Aberdeen City,670,639,0.015791086002492325,S01006617,Cove South - 05,S12000033,S12000033,Aberdeen City,Manmade,59918.96,66065.16,70944.126659,2048.735,1626.322219666666,both,102989.89058827123
112,S01006618,Cove South - 06,S12000033,Aberdeen City,S12000033,Aberdeen City,463,478,-0.010627892801740634,S01006618,Cove South - 06,S12000033,S12000033,Aberdeen City,Manmade,45772.16,49096.98,53047.75613,1108.275,1316.925376666666,both,-123912.18101588117
113,S01006619,Cove North - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,877,887,-0.0037793299791321656,S01006619,Cove North - 01,S12000033,S12000033,Aberdeen City,Manmade,124794.64,129366.59,146558.827239,1523.984333,5730.745746333338,both,-1516339.0807301956
114,S01006620,Cove North - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,786,785,0.0004243582155993709,S01006620,Cove North - 02,S12000033,S12000033,Aberdeen City,Manmade,83447.89,84837.34,86781.346639,463.15266669999994,648.0022129999998,both,1527017.0086957081
115,S01006621,Cove North - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,509,511,-0.0013071912177272304,S01006621,Cove North - 03,S12000033,S12000033,Aberdeen City,Manmade,35827.02,36886.68,37308.950778,353.2203333,140.7569259999994,both,-107678.91039287178
116,S01006622,Cove North - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,650,673,-0.011590988918348331,S01006622,Cove North - 04,S12000033,S12000033,Aberdeen City,Manmade,35180.91,37536.86,38789.893962,785.3173333,417.67798733333376,both,-36034.71543934934
117,S01006623,Cove North - 05,S12000033,Aberdeen City,S12000033,Aberdeen City,683,731,-0.02263953339299615,S01006623,Cove North - 05,S12000033,S12000033,Aberdeen City,Manmade,2346513.31,2555737.61,2746388.110466001,69741.43132999999,63550.16682200041,both,-2807044.019805661
118,S01006624,Torry West - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,830,845,-0.005970308855510073,S01006624,Torry West - 01,S12000033,S12000033,Aberdeen City,Manmade,79231.58,63757.31,79814.523348,-5158.087,5352.404449333335,both,-896503.7787607141
119,S01006625,Torry West - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,573,615,-0.023578850363926082,S01006625,Torry West - 02,S12000033,S12000033,Aberdeen City,Manmade,49984.41,51576.9,54597.714756,530.8296667,1006.9382519999975,both,-42705.146199177696
120,S01006626,Torry West - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,660,681,-0.010440823709680386,S01006626,Torry West - 03,S12000033,S12000033,Aberdeen City,Manmade,51435.8,50530.05,52404.602706,-301.916,624.8509019999982,both,-59846.897081564275
121,S01006627,Torry West - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,765,884,-0.04819374293703585,S01006627,Torry West - 04,S12000033,S12000033,Aberdeen City,Manmade,149125.69,179743.7,181625.504765,10206.00533,627.2682550000028,both,-13015.553820327175
122,S01006628,Torry West - 05,S12000033,Aberdeen City,S12000033,Aberdeen City,955,1125,-0.05460899138593008,S01006628,Torry West - 05,S12000033,S12000033,Aberdeen City,Manmade,66246.35,70104.71,69572.968745,1286.120333,-177.24708500000025,both,3245.749106541229
123,S01006629,Torry West - 06,S12000033,Aberdeen City,S12000033,Aberdeen City,871,887,-0.00606766848569225,S01006629,Torry West - 06,S12000033,S12000033,Aberdeen City,Manmade,47762.33,49625.91,50037.468888,621.1913333,137.18629599999986,both,-22609.392112223893
124,S01006630,Torry West - 07,S12000033,Aberdeen City,S12000033,Aberdeen City,630,655,-0.012971805416557831,S01006630,Torry West - 07,S12000033,S12000033,Aberdeen City,Manmade,104700.33,96983.43,114806.68234,-2572.298,5941.084113333341,both,-457999.7866565172
125,S01006631,Torry East - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,989,1075,-0.027793869646350337,S01006631,Torry East - 01,S12000033,S12000033,Aberdeen City,Manmade,216345.5,222078.76,254435.75173400005,1911.0873329999997,10785.663911333346,both,-388059.09535341116
126,S01006632,Torry East - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,750,834,-0.035386731942796894,S01006632,Torry East - 02,S12000033,S12000033,Aberdeen City,Manmade,31697.98,30730.51,30930.381016000014,-322.4883333,66.62367200000396,both,-1882.7302873772571
127,S01006633,Torry East - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,653,668,-0.007570348086738216,S01006633,Torry East - 03,S12000033,S12000033,Aberdeen City,Manmade,36174.55,36411.44,43239.274122,78.965,2275.9447073333336,both,-300639.37367957336
128,S01006634,Torry East - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,559,622,-0.03559687319469342,S01006634,Torry East - 04,S12000033,S12000033,Aberdeen City,Manmade,41128.1,45972.58,75287.11615599999,1614.828667,9771.512051999996,both,-274504.78581519565
129,S01006635,Torry East - 05,S12000033,Aberdeen City,S12000033,Aberdeen City,614,647,-0.01745045545125271,S01006635,Torry East - 05,S12000033,S12000033,Aberdeen City,Manmade,38310.35,38649.02,39989.618597,112.88733329999998,446.86619900000125,both,-25607.709795787723
130,S01006636,Torry East - 06,S12000033,Aberdeen City,S12000033,Aberdeen City,747,822,-0.03189173664112089,S01006636,Torry East - 06,S12000033,S12000033,Aberdeen City,Manmade,29344.41,29932.61,32828.915520999995,196.0663333,965.4351736666647,both,-30272.267218645036
131,S01006637,Hanover South - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,749,796,-0.020286734109054492,S01006637,Hanover South - 01,S12000033,S12000033,Aberdeen City,Manmade,481472.11,509570.85,514770.22515600006,9366.247667,1733.1250520000274,both,-85431.44710643638
132,S01006638,Hanover South - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,779,802,-0.009699187331922094,S01006638,Hanover South - 02,S12000033,S12000033,Aberdeen City,Manmade,44939.41,42591.78,43901.596318,-782.5433333,436.60543933333486,both,-45014.64137066136
133,S01006639,Hanover South - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,938,962,-0.008421500553160606,S01006639,Hanover South - 03,S12000033,S12000033,Aberdeen City,Manmade,78792.96,80898.76,81127.77441900001,701.9336667,76.33813966667124,both,-9064.671929282411
134,S01006640,Hanover South - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,816,846,-0.012035001547372108,S01006640,Hanover South - 04,S12000033,S12000033,Aberdeen City,Manmade,193086.57,193621.15,204907.497939,178.1926667,3762.115979666676,both,-312597.8808443236
135,S01006641,Hanover North - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,1071,1047,0.007554619859070623,S01006641,Hanover North - 01,S12000033,S12000033,Aberdeen City,Manmade,49192.06,49175.64,49632.36498199999,-5.473666667000001,152.24166066666416,both,20152.127242229377
136,S01006642,Hanover North - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,1215,1337,-0.031894740442431437,S01006642,Hanover North - 02,S12000033,S12000033,Aberdeen City,Manmade,147905.71,152191.63,153919.16175199999,1428.64,575.8439173333367,both,-18054.510221605626
137,S01006643,Hanover North - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,666,758,-0.043131238367327525,S01006643,Hanover North - 03,S12000033,S12000033,Aberdeen City,Manmade,32815.69,32615.46,32782.587751,-66.74266667,55.70925033333333,both,-1291.6218602138215
138,S01006644,Hanover North - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,1090,1131,-0.012308166964310354,S01006644,Hanover North - 04,S12000033,S12000033,Aberdeen City,Manmade,66802.37,64787.32,70448.633789,-671.6826667,1887.1045963333331,both,-153321.33548442405
139,S01006645,George Street - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,657,716,-0.028665382825345018,S01006645,George Street - 01,S12000033,S12000033,Aberdeen City,Manmade,22319.31,23223.42,23792.5834528,301.3693333,189.7211509333344,both,-6618.476093247532
140,S01006646,George Street - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,884,950,-0.02400164065231437,S01006646,George Street - 02,S12000033,S12000033,Aberdeen City,Manmade,156793.89,152621.0,160662.142973,-1390.963333,2680.380991000003,both,-111674.9071377146
141,S01006647,George Street - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,607,649,-0.022301308548197236,S01006647,George Street - 03,S12000033,S12000033,Aberdeen City,Manmade,38801.2,39490.01,42634.84502251,229.6026667,1048.2783408366668,both,-47005.239112814575
142,S01006648,George Street - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,1629,1861,-0.0443825493467352,S01006648,George Street - 04,S12000033,S12000033,Aberdeen City,Manmade,152903.32,147085.73,126836.18713399999,-1939.1956670000002,-6749.847622000001,both,152083.36883191057
143,S01006649,George Street - 05,S12000033,Aberdeen City,S12000033,Aberdeen City,950,971,-0.0072881612322461325,S01006649,George Street - 05,S12000033,S12000033,Aberdeen City,Manmade,35373.23,35116.52,35360.025704,-85.57,81.16856800000096,both,-11137.043406898627
144,S01006650,George Street - 06,S12000033,Aberdeen City,S12000033,Aberdeen City,748,836,-0.037075211703408134,S01006650,George Street - 06,S12000033,S12000033,Aberdeen City,Manmade,49206.87,49830.2,53787.059773,207.77599999999998,1318.953257666668,both,-35575.07016326553
145,S01006651,George Street - 07,S12000033,Aberdeen City,S12000033,Aberdeen City,820,647,0.07898601525246607,S01006651,George Street - 07,S12000033,S12000033,Aberdeen City,Manmade,75495.45,75508.25,82108.51627700003,4.269,2200.0887590000107,both,27854.155599162477
146,S01006652,George Street - 08,S12000033,Aberdeen City,S12000033,Aberdeen City,810,616,0.09126242804432154,S01006652,George Street - 08,S12000033,S12000033,Aberdeen City,Manmade,65059.75,68420.0,71771.30115000001,1120.083,1117.100383333338,both,12240.528849296217
147,S01006653,Ashgrove - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,537,544,-0.0043170507823592965,S01006653,Ashgrove - 01,S12000033,S12000033,Aberdeen City,Manmade,67966.83,70849.76,74648.56926599999,960.9760000000001,1266.2697553333321,both,-293318.2441373338
148,S01006654,Ashgrove - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,860,881,-0.008041745562875372,S01006654,Ashgrove - 02,S12000033,S12000033,Aberdeen City,Manmade,63639.81,64846.41,68862.14356200001,402.2006667,1338.5778540000028,both,-166453.64411671172
149,S01006655,Ashgrove - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,936,797,0.05358693256245897,S01006655,Ashgrove - 03,S12000033,S12000033,Aberdeen City,Manmade,165076.87,141787.67,165557.896961,-7763.067333,7923.408986999992,both,147860.84233809717
150,S01006656,Ashgrove - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,945,980,-0.012122548056958277,S01006656,Ashgrove - 04,S12000033,S12000033,Aberdeen City,Manmade,100942.87,101069.54,102359.54213000002,42.222,430.0007100000075,both,-35471.14913297369
151,S01006657,Ashgrove - 05,S12000033,Aberdeen City,S12000033,Aberdeen City,507,510,-0.0019665740423960897,S01006657,Ashgrove - 05,S12000033,S12000033,Aberdeen City,Manmade,58747.83,67553.41,71778.66439700003,2935.194333,1408.4181323333419,both,-716178.5429738073
152,S01006658,"Froghall, Powis and Sunnybank - 01",S12000033,Aberdeen City,S12000033,Aberdeen City,1281,1169,0.030497446808221976,S01006658,"Froghall, Powis and Sunnybank - 01",S12000033,S12000033,Aberdeen City,Manmade,57263.5,56185.61,56759.598916999996,-359.2986667,191.3296390000008,both,6273.628091005284
153,S01006659,"Froghall, Powis and Sunnybank - 02",S12000033,Aberdeen City,S12000033,Aberdeen City,570,607,-0.020964143410300798,S01006659,"Froghall, Powis and Sunnybank - 02",S12000033,S12000033,Aberdeen City,Manmade,30544.06,31112.67,31112.509407,189.5376667,-0.05353100000017245,both,2.5534551520893443
154,S01006660,"Froghall, Powis and Sunnybank - 03",S12000033,Aberdeen City,S12000033,Aberdeen City,540,526,0.008755975606870034,S01006660,"Froghall, Powis and Sunnybank - 03",S12000033,S12000033,Aberdeen City,Manmade,75125.8,86523.71,89728.85852200002,3799.3046670000003,1068.3828406666678,both,122017.56704625844
155,S01006661,"Froghall, Powis and Sunnybank - 04",S12000033,Aberdeen City,S12000033,Aberdeen City,611,601,0.005500674878795909,S01006661,"Froghall, Powis and Sunnybank - 04",S12000033,S12000033,Aberdeen City,Manmade,37707.49,38424.53,40973.13537500001,239.012,849.5351250000044,both,154441.98097851707
156,S01006662,"Froghall, Powis and Sunnybank - 05",S12000033,Aberdeen City,S12000033,Aberdeen City,753,929,-0.07001450367131501,S01006662,"Froghall, Powis and Sunnybank - 05",S12000033,S12000033,Aberdeen City,Manmade,101244.66,103827.27,110087.54426400001,860.873,2086.7580879999973,both,-29804.65444411832
157,S01006663,"Froghall, Powis and Sunnybank - 06",S12000033,Aberdeen City,S12000033,Aberdeen City,579,549,0.017734678687821557,S01006663,"Froghall, Powis and Sunnybank - 06",S12000033,S12000033,Aberdeen City,Manmade,41701.89,40012.85,40098.31618900001,-563.0143333,28.48872966667113,both,1606.385442225937
